dataset_key,source_dataset,file_id,image_path,mask_path,image_relative_path,mask_relative_path,image_file_name,mask_file_name,mask_encoding,background_value,structure_value_1,structure_value_2,split_group_id,include_in_first_pass,qa_status,notes,refuge_official_split
glaucoma_fundus_imaging_bundle,REFUGE,g0001,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0001.jpg,data/processed/standardized_masks/refuge/train_g0001.png,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0001.jpg,data/processed/standardized_masks/refuge/train_g0001.png,g0001.jpg,train_g0001.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0001,True,paired_standardized_and_visual_sample_reviewed,"REFUGE image/mask pair matched by file ID within official split; mask standardized to project {0,1,2} convention.",train
glaucoma_fundus_imaging_bundle,REFUGE,g0002,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0002.jpg,data/processed/standardized_masks/refuge/train_g0002.png,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0002.jpg,data/processed/standardized_masks/refuge/train_g0002.png,g0002.jpg,train_g0002.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0002,True,paired_standardized_and_visual_sample_reviewed,"REFUGE image/mask pair matched by file ID within official split; mask standardized to project {0,1,2} convention.",train
glaucoma_fundus_imaging_bundle,REFUGE,g0003,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0003.jpg,data/processed/standardized_masks/refuge/train_g0003.png,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0003.jpg,data/processed/standardized_masks/refuge/train_g0003.png,g0003.jpg,train_g0003.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0003,True,paired_standardized_and_visual_sample_reviewed,"REFUGE image/mask pair matched by file ID within official split; mask standardized to project {0,1,2} convention.",train
glaucoma_fundus_imaging_bundle,REFUGE,g0004,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0004.jpg,data/processed/standardized_masks/refuge/train_g0004.png,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0004.jpg,data/processed/standardized_masks/refuge/train_g0004.png,g0004.jpg,train_g0004.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0004,True,paired_standardized_and_visual_sample_reviewed,"REFUGE image/mask pair matched by file ID within official split; mask standardized to project {0,1,2} convention.",train
glaucoma_fundus_imaging_bundle,REFUGE,g0005,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0005.jpg,data/processed/standardized_masks/refuge/train_g0005.png,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0005.jpg,data/processed/standardized_masks/refuge/train_g0005.png,g0005.jpg,train_g0005.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0005,True,paired_standardized_and_visual_sample_reviewed,"REFUGE image/mask pair matched by file ID within official split; mask standardized to project {0,1,2} convention.",train
glaucoma_fundus_imaging_bundle,REFUGE,g0006,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0006.jpg,data/processed/standardized_masks/refuge/train_g0006.png,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0006.jpg,data/processed/standardized_masks/refuge/train_g0006.png,g0006.jpg,train_g0006.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0006,True,paired_standardized_and_visual_sample_reviewed,"REFUGE image/mask pair matched by file ID within official split; mask standardized to project {0,1,2} convention.",train
glaucoma_fundus_imaging_bundle,REFUGE,g0007,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0007.jpg,data/processed/standardized_masks/refuge/train_g0007.png,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0007.jpg,data/processed/standardized_masks/refuge/train_g0007.png,g0007.jpg,train_g0007.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0007,True,paired_standardized_and_visual_sample_reviewed,"REFUGE image/mask pair matched by file ID within official split; mask standardized to project {0,1,2} convention.",train
glaucoma_fundus_imaging_bundle,REFUGE,g0008,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0008.jpg,data/processed/standardized_masks/refuge/train_g0008.png,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0008.jpg,data/processed/standardized_masks/refuge/train_g0008.png,g0008.jpg,train_g0008.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0008,True,paired_standardized_and_visual_sample_reviewed,"REFUGE image/mask pair matched by file ID within official split; mask standardized to project {0,1,2} convention.",train
glaucoma_fundus_imaging_bundle,REFUGE,g0009,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0009.jpg,data/processed/standardized_masks/refuge/train_g0009.png,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0009.jpg,data/processed/standardized_masks/refuge/train_g0009.png,g0009.jpg,train_g0009.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0009,True,paired_standardized_and_visual_sample_reviewed,"REFUGE image/mask pair matched by file ID within official split; mask standardized to project {0,1,2} convention.",train
glaucoma_fundus_imaging_bundle,REFUGE,g0010,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0010.jpg,data/processed/standardized_masks/refuge/train_g0010.png,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Images/g0010.jpg,data/processed/standardized_masks/refuge/train_g0010.png,g0010.jpg,train_g0010.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0010,True,paired_standardized_and_visual_sample_reviewed,"REFUGE image/mask pair matched by file ID within official split; mask standardized to project {0,1,2} convention.",train
