dataset_key,source_dataset,file_id,image_path,mask_path,image_relative_path,mask_relative_path,image_file_name,mask_file_name,mask_encoding,background_value,structure_value_1,structure_value_2,split_group_id,include_in_first_pass,qa_status,notes,split
glaucoma_fundus_imaging_bundle,G1020,image_0,Fundus Images/G1020/Images/image_0.jpg,Fundus Images/G1020/Masks/image_0.png,Fundus Images/G1020/Images/image_0.jpg,Fundus Images/G1020/Masks/image_0.png,image_0.jpg,image_0.png,multiclass_values_0_1_2,0,1,2,G1020_image_0,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",train
glaucoma_fundus_imaging_bundle,G1020,image_1,Fundus Images/G1020/Images/image_1.jpg,Fundus Images/G1020/Masks/image_1.png,Fundus Images/G1020/Images/image_1.jpg,Fundus Images/G1020/Masks/image_1.png,image_1.jpg,image_1.png,multiclass_values_0_1_2,0,1,2,G1020_image_1,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",train
glaucoma_fundus_imaging_bundle,G1020,image_10,Fundus Images/G1020/Images/image_10.jpg,Fundus Images/G1020/Masks/image_10.png,Fundus Images/G1020/Images/image_10.jpg,Fundus Images/G1020/Masks/image_10.png,image_10.jpg,image_10.png,multiclass_values_0_1_2,0,1,2,G1020_image_10,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",test
glaucoma_fundus_imaging_bundle,G1020,image_1000,Fundus Images/G1020/Images/image_1000.jpg,Fundus Images/G1020/Masks/image_1000.png,Fundus Images/G1020/Images/image_1000.jpg,Fundus Images/G1020/Masks/image_1000.png,image_1000.jpg,image_1000.png,multiclass_values_0_1_2,0,1,2,G1020_image_1000,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",test
glaucoma_fundus_imaging_bundle,G1020,image_1001,Fundus Images/G1020/Images/image_1001.jpg,Fundus Images/G1020/Masks/image_1001.png,Fundus Images/G1020/Images/image_1001.jpg,Fundus Images/G1020/Masks/image_1001.png,image_1001.jpg,image_1001.png,multiclass_values_0_1_2,0,1,2,G1020_image_1001,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",train
glaucoma_fundus_imaging_bundle,G1020,image_1002,Fundus Images/G1020/Images/image_1002.jpg,Fundus Images/G1020/Masks/image_1002.png,Fundus Images/G1020/Images/image_1002.jpg,Fundus Images/G1020/Masks/image_1002.png,image_1002.jpg,image_1002.png,multiclass_values_0_1_2,0,1,2,G1020_image_1002,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",val
glaucoma_fundus_imaging_bundle,G1020,image_1003,Fundus Images/G1020/Images/image_1003.jpg,Fundus Images/G1020/Masks/image_1003.png,Fundus Images/G1020/Images/image_1003.jpg,Fundus Images/G1020/Masks/image_1003.png,image_1003.jpg,image_1003.png,multiclass_values_0_1_2,0,1,2,G1020_image_1003,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",train
glaucoma_fundus_imaging_bundle,G1020,image_1004,Fundus Images/G1020/Images/image_1004.jpg,Fundus Images/G1020/Masks/image_1004.png,Fundus Images/G1020/Images/image_1004.jpg,Fundus Images/G1020/Masks/image_1004.png,image_1004.jpg,image_1004.png,multiclass_values_0_1_2,0,1,2,G1020_image_1004,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",train
glaucoma_fundus_imaging_bundle,G1020,image_103,Fundus Images/G1020/Images/image_103.jpg,Fundus Images/G1020/Masks/image_103.png,Fundus Images/G1020/Images/image_103.jpg,Fundus Images/G1020/Masks/image_103.png,image_103.jpg,image_103.png,multiclass_values_0_1_2,0,1,2,G1020_image_103,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",train
glaucoma_fundus_imaging_bundle,G1020,image_1032,Fundus Images/G1020/Images/image_1032.jpg,Fundus Images/G1020/Masks/image_1032.png,Fundus Images/G1020/Images/image_1032.jpg,Fundus Images/G1020/Masks/image_1032.png,image_1032.jpg,image_1032.png,multiclass_values_0_1_2,0,1,2,G1020_image_1032,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",test
glaucoma_fundus_imaging_bundle,G1020,image_1033,Fundus Images/G1020/Images/image_1033.jpg,Fundus Images/G1020/Masks/image_1033.png,Fundus Images/G1020/Images/image_1033.jpg,Fundus Images/G1020/Masks/image_1033.png,image_1033.jpg,image_1033.png,multiclass_values_0_1_2,0,1,2,G1020_image_1033,True,paired_and_visual_sample_reviewed,"G1020 raw Images/Masks paired on file id; masks encoded {0,1,2}.",test
