dataset_key,source_dataset,file_id,image_path,mask_path,image_relative_path,mask_relative_path,image_file_name,mask_file_name,mask_encoding,background_value,structure_value_1,structure_value_2,split_group_id,include_in_first_pass,qa_status,notes,refuge_official_split,split
glaucoma_fundus_imaging_bundle,REFUGE,g0001,Fundus Images/REFUGE/train/Images/g0001.jpg,Fundus Images/REFUGE/train/Masks/g0001.png,Fundus Images/REFUGE/train/Images/g0001.jpg,Fundus Images/REFUGE/train/Masks/g0001.png,g0001.jpg,g0001.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0001,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0002,Fundus Images/REFUGE/train/Images/g0002.jpg,Fundus Images/REFUGE/train/Masks/g0002.png,Fundus Images/REFUGE/train/Images/g0002.jpg,Fundus Images/REFUGE/train/Masks/g0002.png,g0002.jpg,g0002.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0002,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0003,Fundus Images/REFUGE/train/Images/g0003.jpg,Fundus Images/REFUGE/train/Masks/g0003.png,Fundus Images/REFUGE/train/Images/g0003.jpg,Fundus Images/REFUGE/train/Masks/g0003.png,g0003.jpg,g0003.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0003,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0004,Fundus Images/REFUGE/train/Images/g0004.jpg,Fundus Images/REFUGE/train/Masks/g0004.png,Fundus Images/REFUGE/train/Images/g0004.jpg,Fundus Images/REFUGE/train/Masks/g0004.png,g0004.jpg,g0004.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0004,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0005,Fundus Images/REFUGE/train/Images/g0005.jpg,Fundus Images/REFUGE/train/Masks/g0005.png,Fundus Images/REFUGE/train/Images/g0005.jpg,Fundus Images/REFUGE/train/Masks/g0005.png,g0005.jpg,g0005.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0005,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0006,Fundus Images/REFUGE/train/Images/g0006.jpg,Fundus Images/REFUGE/train/Masks/g0006.png,Fundus Images/REFUGE/train/Images/g0006.jpg,Fundus Images/REFUGE/train/Masks/g0006.png,g0006.jpg,g0006.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0006,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0007,Fundus Images/REFUGE/train/Images/g0007.jpg,Fundus Images/REFUGE/train/Masks/g0007.png,Fundus Images/REFUGE/train/Images/g0007.jpg,Fundus Images/REFUGE/train/Masks/g0007.png,g0007.jpg,g0007.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0007,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0008,Fundus Images/REFUGE/train/Images/g0008.jpg,Fundus Images/REFUGE/train/Masks/g0008.png,Fundus Images/REFUGE/train/Images/g0008.jpg,Fundus Images/REFUGE/train/Masks/g0008.png,g0008.jpg,g0008.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0008,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0009,Fundus Images/REFUGE/train/Images/g0009.jpg,Fundus Images/REFUGE/train/Masks/g0009.png,Fundus Images/REFUGE/train/Images/g0009.jpg,Fundus Images/REFUGE/train/Masks/g0009.png,g0009.jpg,g0009.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0009,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0010,Fundus Images/REFUGE/train/Images/g0010.jpg,Fundus Images/REFUGE/train/Masks/g0010.png,Fundus Images/REFUGE/train/Images/g0010.jpg,Fundus Images/REFUGE/train/Masks/g0010.png,g0010.jpg,g0010.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0010,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0011,Fundus Images/REFUGE/train/Images/g0011.jpg,Fundus Images/REFUGE/train/Masks/g0011.png,Fundus Images/REFUGE/train/Images/g0011.jpg,Fundus Images/REFUGE/train/Masks/g0011.png,g0011.jpg,g0011.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0011,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0012,Fundus Images/REFUGE/train/Images/g0012.jpg,Fundus Images/REFUGE/train/Masks/g0012.png,Fundus Images/REFUGE/train/Images/g0012.jpg,Fundus Images/REFUGE/train/Masks/g0012.png,g0012.jpg,g0012.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0012,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0013,Fundus Images/REFUGE/train/Images/g0013.jpg,Fundus Images/REFUGE/train/Masks/g0013.png,Fundus Images/REFUGE/train/Images/g0013.jpg,Fundus Images/REFUGE/train/Masks/g0013.png,g0013.jpg,g0013.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0013,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0014,Fundus Images/REFUGE/train/Images/g0014.jpg,Fundus Images/REFUGE/train/Masks/g0014.png,Fundus Images/REFUGE/train/Images/g0014.jpg,Fundus Images/REFUGE/train/Masks/g0014.png,g0014.jpg,g0014.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0014,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0015,Fundus Images/REFUGE/train/Images/g0015.jpg,Fundus Images/REFUGE/train/Masks/g0015.png,Fundus Images/REFUGE/train/Images/g0015.jpg,Fundus Images/REFUGE/train/Masks/g0015.png,g0015.jpg,g0015.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0015,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
glaucoma_fundus_imaging_bundle,REFUGE,g0016,Fundus Images/REFUGE/train/Images/g0016.jpg,Fundus Images/REFUGE/train/Masks/g0016.png,Fundus Images/REFUGE/train/Images/g0016.jpg,Fundus Images/REFUGE/train/Masks/g0016.png,g0016.jpg,g0016.png,multiclass_values_0_1_2,0,1,2,REFUGE_train_g0016,True,paired_and_visual_sample_reviewed,"REFUGE raw Images/Masks paired on file id; masks encoded {0,1,2}.",train,train
