dataset_key,source_dataset,file_id,image_path,mask_path,split_group_id,split
glaucoma_fundus_imaging_bundle,ORIGA,001,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/001.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/001.png,ORIGA_001,train
glaucoma_fundus_imaging_bundle,ORIGA,002,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/002.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/002.png,ORIGA_002,train
glaucoma_fundus_imaging_bundle,ORIGA,003,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/003.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/003.png,ORIGA_003,test
glaucoma_fundus_imaging_bundle,ORIGA,004,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/004.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/004.png,ORIGA_004,train
glaucoma_fundus_imaging_bundle,ORIGA,005,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/005.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/005.png,ORIGA_005,train
glaucoma_fundus_imaging_bundle,ORIGA,006,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/006.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/006.png,ORIGA_006,train
glaucoma_fundus_imaging_bundle,ORIGA,007,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/007.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/007.png,ORIGA_007,test
glaucoma_fundus_imaging_bundle,ORIGA,008,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/008.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/008.png,ORIGA_008,test
glaucoma_fundus_imaging_bundle,ORIGA,009,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/009.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/009.png,ORIGA_009,train
glaucoma_fundus_imaging_bundle,ORIGA,010,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/010.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/010.png,ORIGA_010,train
glaucoma_fundus_imaging_bundle,ORIGA,011,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/011.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/011.png,ORIGA_011,test
glaucoma_fundus_imaging_bundle,ORIGA,012,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/012.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/012.png,ORIGA_012,val
glaucoma_fundus_imaging_bundle,ORIGA,013,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/013.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/013.png,ORIGA_013,train
glaucoma_fundus_imaging_bundle,ORIGA,014,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/014.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/014.png,ORIGA_014,train
glaucoma_fundus_imaging_bundle,ORIGA,015,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/015.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/015.png,ORIGA_015,train
glaucoma_fundus_imaging_bundle,ORIGA,016,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/016.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/016.png,ORIGA_016,train
glaucoma_fundus_imaging_bundle,ORIGA,017,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/017.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/017.png,ORIGA_017,train
glaucoma_fundus_imaging_bundle,ORIGA,018,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/018.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/018.png,ORIGA_018,train
glaucoma_fundus_imaging_bundle,ORIGA,019,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/019.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/019.png,ORIGA_019,train
glaucoma_fundus_imaging_bundle,ORIGA,020,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/020.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/020.png,ORIGA_020,train
glaucoma_fundus_imaging_bundle,ORIGA,021,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/021.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/021.png,ORIGA_021,train
glaucoma_fundus_imaging_bundle,ORIGA,022,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/022.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/022.png,ORIGA_022,train
glaucoma_fundus_imaging_bundle,ORIGA,023,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/023.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/023.png,ORIGA_023,train
glaucoma_fundus_imaging_bundle,ORIGA,024,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/024.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/024.png,ORIGA_024,test
glaucoma_fundus_imaging_bundle,ORIGA,025,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/025.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/025.png,ORIGA_025,val
glaucoma_fundus_imaging_bundle,ORIGA,026,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/026.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/026.png,ORIGA_026,train
glaucoma_fundus_imaging_bundle,ORIGA,027,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/027.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/027.png,ORIGA_027,train
glaucoma_fundus_imaging_bundle,ORIGA,028,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/028.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/028.png,ORIGA_028,train
glaucoma_fundus_imaging_bundle,ORIGA,029,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/029.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/029.png,ORIGA_029,train
glaucoma_fundus_imaging_bundle,ORIGA,030,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/030.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/030.png,ORIGA_030,val
glaucoma_fundus_imaging_bundle,ORIGA,031,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/031.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/031.png,ORIGA_031,val
glaucoma_fundus_imaging_bundle,ORIGA,032,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/032.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/032.png,ORIGA_032,test
glaucoma_fundus_imaging_bundle,ORIGA,033,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/033.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/033.png,ORIGA_033,train
glaucoma_fundus_imaging_bundle,ORIGA,034,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/034.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/034.png,ORIGA_034,train
glaucoma_fundus_imaging_bundle,ORIGA,035,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/035.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/035.png,ORIGA_035,train
glaucoma_fundus_imaging_bundle,ORIGA,036,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/036.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/036.png,ORIGA_036,train
glaucoma_fundus_imaging_bundle,ORIGA,037,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/037.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/037.png,ORIGA_037,train
glaucoma_fundus_imaging_bundle,ORIGA,038,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/038.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/038.png,ORIGA_038,train
glaucoma_fundus_imaging_bundle,ORIGA,039,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/039.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/039.png,ORIGA_039,train
glaucoma_fundus_imaging_bundle,ORIGA,040,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/040.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/040.png,ORIGA_040,test
glaucoma_fundus_imaging_bundle,ORIGA,041,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/041.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/041.png,ORIGA_041,train
glaucoma_fundus_imaging_bundle,ORIGA,042,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/042.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/042.png,ORIGA_042,val
glaucoma_fundus_imaging_bundle,ORIGA,043,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/043.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/043.png,ORIGA_043,test
glaucoma_fundus_imaging_bundle,ORIGA,044,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/044.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/044.png,ORIGA_044,test
glaucoma_fundus_imaging_bundle,ORIGA,045,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/045.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/045.png,ORIGA_045,val
glaucoma_fundus_imaging_bundle,ORIGA,046,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/046.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/046.png,ORIGA_046,train
glaucoma_fundus_imaging_bundle,ORIGA,047,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/047.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/047.png,ORIGA_047,train
glaucoma_fundus_imaging_bundle,ORIGA,048,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/048.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/048.png,ORIGA_048,train
glaucoma_fundus_imaging_bundle,ORIGA,049,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/049.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/049.png,ORIGA_049,train
